Año,Trimestre,Provincia,Mbps (Media de bajada)
2016,1,BUENOS AIRES,4.99
2016,1,CAPITAL FEDERAL,6.05
2016,1,CATAMARCA,4.2
2016,1,CHACO,5.99
2016,1,CHUBUT,3.38
2016,1,CORDOBA,5.16
2016,1,CORRIENTES,5.37
2016,1,ENTRE RIOS,5.08
2016,1,FORMOSA,4.87
2016,1,JUJUY,3.77
2016,1,LA PAMPA,3.05
2016,1,LA RIOJA,4.62
2016,1,MENDOZA,3.5
2016,1,MISIONES,6.0
2016,1,NEUQUEN,4.42
2016,1,RIO NEGRO,3.83
2016,1,SALTA,4.74
2016,1,SAN JUAN,3.49
2016,1,SAN LUIS,3.5
2016,1,SANTA CRUZ,3.48
2016,1,SANTA FE,4.9
2016,1,SANTIAGO DEL ESTERO,4.17
2016,1,TIERRA DEL FUEGO,3.48
2016,1,TUCUMAN,5.0
2015,4,BUENOS AIRES,4.88
2015,4,CAPITAL FEDERAL,5.93
2015,4,CATAMARCA,4.12
2015,4,CHACO,5.83
2015,4,CHUBUT,3.28
2015,4,CORDOBA,5.07
2015,4,CORRIENTES,5.26
2015,4,ENTRE RIOS,5.01
2015,4,FORMOSA,4.66
2015,4,JUJUY,3.72
2015,4,LA PAMPA,2.94
2015,4,LA RIOJA,4.52
2015,4,MENDOZA,3.5
2015,4,MISIONES,5.9
2015,4,NEUQUEN,4.36
2015,4,RIO NEGRO,3.77
2015,4,SALTA,4.67
2015,4,SAN JUAN,3.48
2015,4,SAN LUIS,3.5
2015,4,SANTA CRUZ,3.48
2015,4,SANTA FE,4.81
2015,4,SANTIAGO DEL ESTERO,4.09
2015,4,TIERRA DEL FUEGO,3.47
2015,4,TUCUMAN,4.88
2015,3,BUENOS AIRES,4.7
2015,3,CAPITAL FEDERAL,5.66
2015,3,CATAMARCA,3.88
2015,3,CHACO,5.47
2015,3,CHUBUT,3.28
2015,3,CORDOBA,4.87
2015,3,CORRIENTES,5.06
2015,3,ENTRE RIOS,4.77
2015,3,FORMOSA,4.17
2015,3,JUJUY,3.53
2015,3,LA PAMPA,2.91
2015,3,LA RIOJA,4.25
2015,3,MENDOZA,3.5
2015,3,MISIONES,5.63
2015,3,NEUQUEN,4.23
2015,3,RIO NEGRO,3.74
2015,3,SALTA,4.42
2015,3,SAN JUAN,3.48
2015,3,SAN LUIS,3.5
2015,3,SANTA CRUZ,3.48
2015,3,SANTA FE,4.56
2015,3,SANTIAGO DEL ESTERO,3.91
2015,3,TIERRA DEL FUEGO,3.48
2015,3,TUCUMAN,4.57
2015,2,BUENOS AIRES,4.46
2015,2,CAPITAL FEDERAL,5.31
2015,2,CATAMARCA,3.68
2015,2,CHACO,5.19
2015,2,CHUBUT,3.22
2015,2,CORDOBA,4.56
2015,2,CORRIENTES,4.85
2015,2,ENTRE RIOS,4.55
2015,2,FORMOSA,3.76
2015,2,JUJUY,3.41
2015,2,LA PAMPA,2.86
2015,2,LA RIOJA,4.0
2015,2,MENDOZA,3.5
2015,2,MISIONES,5.33
2015,2,NEUQUEN,4.06
2015,2,RIO NEGRO,3.67
2015,2,SALTA,4.22
2015,2,SAN JUAN,3.48
2015,2,SAN LUIS,3.5
2015,2,SANTA CRUZ,3.47
2015,2,SANTA FE,4.3
2015,2,SANTIAGO DEL ESTERO,3.73
2015,2,TIERRA DEL FUEGO,3.48
2015,2,TUCUMAN,4.31
2015,1,BUENOS AIRES,4.32
2015,1,CAPITAL FEDERAL,5.0
2015,1,CATAMARCA,3.48
2015,1,CHACO,4.9
2015,1,CHUBUT,3.21
2015,1,CORDOBA,4.3
2015,1,CORRIENTES,4.63
2015,1,ENTRE RIOS,4.35
2015,1,FORMOSA,3.38
2015,1,JUJUY,3.24
2015,1,LA PAMPA,2.83
2015,1,LA RIOJA,3.78
2015,1,MENDOZA,3.5
2015,1,MISIONES,4.97
2015,1,NEUQUEN,3.91
2015,1,RIO NEGRO,3.59
2015,1,SALTA,4.02
2015,1,SAN JUAN,3.48
2015,1,SAN LUIS,3.5
2015,1,SANTA CRUZ,3.47
2015,1,SANTA FE,4.06
2015,1,SANTIAGO DEL ESTERO,3.57
2015,1,TIERRA DEL FUEGO,3.45
2015,1,TUCUMAN,4.07
2014,4,BUENOS AIRES,4.2
2014,4,CAPITAL FEDERAL,4.78
2014,4,CATAMARCA,3.34
2014,4,CHACO,3.98
2014,4,CHUBUT,3.17
2014,4,CORDOBA,4.09
2014,4,CORRIENTES,3.81
2014,4,ENTRE RIOS,3.8
2014,4,FORMOSA,3.02
2014,4,JUJUY,3.13
2014,4,LA PAMPA,2.75
2014,4,LA RIOJA,3.58
2014,4,MENDOZA,3.5
2014,4,MISIONES,4.03
2014,4,NEUQUEN,3.85
2014,4,RIO NEGRO,3.54
2014,4,SALTA,3.86
2014,4,SAN JUAN,3.48
2014,4,SAN LUIS,3.5
2014,4,SANTA CRUZ,3.33
2014,4,SANTA FE,3.78
2014,4,SANTIAGO DEL ESTERO,3.46
2014,4,TIERRA DEL FUEGO,3.47
2014,4,TUCUMAN,3.86
2014,3,BUENOS AIRES,3.97
2014,3,CAPITAL FEDERAL,4.44
2014,3,CATAMARCA,2.92
2014,3,CHACO,3.46
2014,3,CHUBUT,3.17
2014,3,CORDOBA,3.66
2014,3,CORRIENTES,3.41
2014,3,ENTRE RIOS,3.4
2014,3,FORMOSA,2.66
2014,3,JUJUY,2.93
2014,3,LA PAMPA,2.82
2014,3,LA RIOJA,3.1
2014,3,MENDOZA,3.5
2014,3,MISIONES,3.58
2014,3,NEUQUEN,3.74
2014,3,RIO NEGRO,3.48
2014,3,SALTA,3.41
2014,3,SAN JUAN,3.47
2014,3,SAN LUIS,3.5
2014,3,SANTA CRUZ,3.31
2014,3,SANTA FE,3.38
2014,3,SANTIAGO DEL ESTERO,3.1
2014,3,TIERRA DEL FUEGO,3.47
2014,3,TUCUMAN,3.35
2014,2,BUENOS AIRES,3.85
2014,2,CAPITAL FEDERAL,4.25
2014,2,CATAMARCA,2.92
2014,2,CHACO,3.42
2014,2,CHUBUT,3.16
2014,2,CORDOBA,3.56
2014,2,CORRIENTES,3.37
2014,2,ENTRE RIOS,3.31
2014,2,FORMOSA,2.65
2014,2,JUJUY,2.77
2014,2,LA PAMPA,2.68
2014,2,LA RIOJA,3.1
2014,2,MENDOZA,3.5
2014,2,MISIONES,3.54
2014,2,NEUQUEN,3.66
2014,2,RIO NEGRO,3.43
2014,2,SALTA,3.39
2014,2,SAN JUAN,3.47
2014,2,SAN LUIS,3.5
2014,2,SANTA CRUZ,3.32
2014,2,SANTA FE,3.31
2014,2,SANTIAGO DEL ESTERO,3.07
2014,2,TIERRA DEL FUEGO,3.47
2014,2,TUCUMAN,3.35
2014,1,BUENOS AIRES,3.73
2014,1,CAPITAL FEDERAL,4.02
2014,1,CATAMARCA,2.8
2014,1,CHACO,3.26
2014,1,CHUBUT,3.18
2014,1,CORDOBA,3.39
2014,1,CORRIENTES,3.22
2014,1,ENTRE RIOS,3.17
2014,1,FORMOSA,2.57
2014,1,JUJUY,2.69
2014,1,LA PAMPA,2.65
2014,1,LA RIOJA,2.96
2014,1,MENDOZA,3.5
2014,1,MISIONES,3.4
2014,1,NEUQUEN,3.55
2014,1,RIO NEGRO,3.35
2014,1,SALTA,3.3
2014,1,SAN JUAN,3.47
2014,1,SAN LUIS,3.5
2014,1,SANTA CRUZ,3.32
2014,1,SANTA FE,3.15
2014,1,SANTIAGO DEL ESTERO,2.95
2014,1,TIERRA DEL FUEGO,3.45
2014,1,TUCUMAN,3.21
