Año,Trimestre,Provincia,Accesos por cada 100 hogares
2017,2,SANTA CRUZ,26.2486198287096
2017,2,SANTA FE,52.2696112396987
2017,2,SANTIAGO DEL ESTERO,14.118988073972
2017,2,TIERRA DEL FUEGO,68.4632207595576
2017,2,TUCUMAN,38.1862336563929
2017,1,BUENOS AIRES,58.5740024492033
2017,1,CAPITAL FEDERAL,108.369208365608
2017,1,CATAMARCA,25.6593508380215
2017,1,CHACO,28.6216605384279
2017,1,CHUBUT,35.662220237763
2017,1,CORDOBA,57.6533295928744
2017,1,CORRIENTES,30.9406001096441
2017,1,ENTRE RIOS,44.9072736870412
2017,1,FORMOSA,19.8424891786459
2017,1,JUJUY,22.7569859622323
2017,1,LA PAMPA,62.6692810457516
2017,1,LA RIOJA,16.1955241460542
2017,1,MENDOZA,31.8430127701797
2017,1,MISIONES,29.522202363131
2017,1,NEUQUEN,61.0230200678275
2017,1,RIO NEGRO,46.0295387411952
2017,1,SALTA,32.5754893148231
2017,1,SAN JUAN,27.0367609884239
2017,1,SAN LUIS,9.5455001936789
2017,1,SANTA CRUZ,26.5249917378546
2017,1,SANTA FE,51.9701076920804
2017,1,SANTIAGO DEL ESTERO,14.7021194933686
2017,1,TIERRA DEL FUEGO,68.9197485128813
2017,1,TUCUMAN,37.900160758941
2016,4,BUENOS AIRES,61.2365874303569
2016,4,CAPITAL FEDERAL,120.631331736324
2016,4,CATAMARCA,26.5435155899619
2016,4,CHACO,28.7866560852553
2016,4,CHUBUT,36.072905464279
2016,4,CORDOBA,57.696719154379
2016,4,CORRIENTES,30.9810703764977
2016,4,ENTRE RIOS,45.208402854677
2016,4,FORMOSA,19.8482360781639
2016,4,JUJUY,22.6513870082414
2016,4,LA PAMPA,63.016182768654
2016,4,LA RIOJA,16.4553163840162
2016,4,MENDOZA,32.10735338479
2016,4,MISIONES,29.7201498077974
2016,4,NEUQUEN,60.8736672281991
2016,4,RIO NEGRO,46.3852103506557
2016,4,SALTA,32.6941197393755
2016,4,SAN JUAN,27.2924214521971
2016,4,SAN LUIS,9.64068243537056
2016,4,SANTA CRUZ,27.0467602148458
2016,4,SANTA FE,52.191050237189
2016,4,SANTIAGO DEL ESTERO,15.0678475104333
2016,4,TIERRA DEL FUEGO,70.3052659053947
2016,4,TUCUMAN,37.9807622036193
2016,3,BUENOS AIRES,60.1432954546882
2016,3,CAPITAL FEDERAL,120.772877751015
2016,3,CATAMARCA,26.4806767574637
2016,3,CHACO,28.910749068481
2016,3,CHUBUT,36.1786944287865
2016,3,CORDOBA,58.243816258032
2016,3,CORRIENTES,31.0668788260512
2016,3,ENTRE RIOS,45.4351408844733
2016,3,FORMOSA,18.6397083028628
2016,3,JUJUY,22.6051542652569
2016,3,LA PAMPA,61.7317854365091
2016,3,LA RIOJA,17.0745591064841
2016,3,MENDOZA,32.0883588456665
2016,3,MISIONES,29.9053857758982
2016,3,NEUQUEN,60.2148508885395
2016,3,RIO NEGRO,46.3879653621594
2016,3,SALTA,32.9558316811803
2016,3,SAN JUAN,27.3171271359908
2016,3,SAN LUIS,9.63053968688516
2016,3,SANTA CRUZ,26.8352018954507
2016,3,SANTA FE,52.6721503688625
2016,3,SANTIAGO DEL ESTERO,15.3296465784729
2016,3,TIERRA DEL FUEGO,68.9404924910074
2016,3,TUCUMAN,37.8973634102384
2016,2,BUENOS AIRES,59.3385267910581
2016,2,CAPITAL FEDERAL,120.039535048253
2016,2,CATAMARCA,26.0741880597406
2016,2,CHACO,28.5935505552226
2016,2,CHUBUT,36.1243856555634
2016,2,CORDOBA,57.5479805282864
2016,2,CORRIENTES,30.5801620466166
2016,2,ENTRE RIOS,44.7388745451874
2016,2,FORMOSA,19.370070664564
2016,2,JUJUY,21.8882810435767
2016,2,LA PAMPA,60.4368602573793
2016,2,LA RIOJA,16.8789026111115
2016,2,MENDOZA,32.1259717944259
2016,2,MISIONES,29.239512823022
2016,2,NEUQUEN,59.098285533662
2016,2,RIO NEGRO,46.2401130781274
2016,2,SALTA,32.081726025082
2016,2,SAN JUAN,27.3407815140911
2016,2,SAN LUIS,9.60373385160232
2016,2,SANTA CRUZ,26.7289117253198
2016,2,SANTA FE,52.4364772593711
2016,2,SANTIAGO DEL ESTERO,15.8889250473061
2016,2,TIERRA DEL FUEGO,67.7182428825529
2016,2,TUCUMAN,37.2356828933842
2016,1,BUENOS AIRES,57.3359078225411
2016,1,CAPITAL FEDERAL,115.160058888848
2016,1,CATAMARCA,25.9102179811905
2016,1,CHACO,28.0751464477524
2016,1,CHUBUT,36.0927055378499
2016,1,CORDOBA,55.2830927837402
2016,1,CORRIENTES,30.0807850041331
2016,1,ENTRE RIOS,43.8459681446623
2016,1,FORMOSA,19.0418783694349
2016,1,JUJUY,21.410011288564
2016,1,LA PAMPA,57.8408686550453
2016,1,LA RIOJA,16.8335183724942
2016,1,MENDOZA,32.1233388880128
2016,1,MISIONES,28.3676525909563
2016,1,NEUQUEN,55.7539370042541
2016,1,RIO NEGRO,45.8351263870833
2016,1,SALTA,31.3155459711532
2016,1,SAN JUAN,27.3307941100043
2016,1,SAN LUIS,9.58634628277021
2016,1,SANTA CRUZ,26.86586252145
2016,1,SANTA FE,51.2773408540762
2016,1,SANTIAGO DEL ESTERO,16.205749206822
2016,1,TIERRA DEL FUEGO,65.8330416313501
2016,1,TUCUMAN,36.7247713663659
2015,4,BUENOS AIRES,58.2918218273372
2015,4,CAPITAL FEDERAL,118.130363211538
2015,4,CATAMARCA,26.2394517885919
2015,4,CHACO,28.3505662351414
2015,4,CHUBUT,36.8901782778659
2015,4,CORDOBA,57.3648817660792
2015,4,CORRIENTES,30.3364314453388
2015,4,ENTRE RIOS,44.108548073001
2015,4,FORMOSA,19.0654915167863
2015,4,JUJUY,21.4714737939107
2015,4,LA PAMPA,58.7563372001228
2015,4,LA RIOJA,17.3157786484107
2015,4,MENDOZA,32.4889524950014
2015,4,MISIONES,28.6866588915424
2015,4,NEUQUEN,58.2893377687955
2015,4,RIO NEGRO,46.4394811149431
2015,4,SALTA,31.5934926480719
2015,4,SAN JUAN,27.6648539357743
2015,4,SAN LUIS,9.70576898450631
2015,4,SANTA CRUZ,27.7447690664797
2015,4,SANTA FE,52.6080897858581
2015,4,SANTIAGO DEL ESTERO,17.0049780380361
2015,4,TIERRA DEL FUEGO,66.4622043362379
2015,4,TUCUMAN,37.0621732832959
2015,3,BUENOS AIRES,57.6886810560801
2015,3,CAPITAL FEDERAL,118.28921116432
2015,3,CATAMARCA,25.8637811846376
2015,3,CHACO,27.9630727934794
2015,3,CHUBUT,36.8118099146332
2015,3,CORDOBA,57.0834037895185
2015,3,CORRIENTES,30.167412409019
2015,3,ENTRE RIOS,43.6771816352633
2015,3,FORMOSA,18.8367517737853
2015,3,JUJUY,21.2703333470887
2015,3,LA PAMPA,57.9639597509152
2015,3,LA RIOJA,17.1511294420325
2015,3,MENDOZA,32.4919958318665
2015,3,MISIONES,28.3063450934369
2015,3,NEUQUEN,54.5993148967112
2015,3,RIO NEGRO,46.3891866567451
2015,3,SALTA,31.1759452128584
2015,3,SAN JUAN,27.66538565566
2015,3,SAN LUIS,9.70650326873876
2015,3,SANTA CRUZ,27.6060609834294
2015,3,SANTA FE,52.1459547408435
2015,3,SANTIAGO DEL ESTERO,17.1188225313532
2015,3,TIERRA DEL FUEGO,74.8584578403385
2015,3,TUCUMAN,36.6103595277426
2015,2,BUENOS AIRES,56.8028056143921
2015,2,CAPITAL FEDERAL,116.066270918604
2015,2,CATAMARCA,25.4534180446982
2015,2,CHACO,27.4645393883995
2015,2,CHUBUT,36.5824672045848
2015,2,CORDOBA,55.8691635078182
2015,2,CORRIENTES,29.5840126681085
2015,2,ENTRE RIOS,42.9319790164588
2015,2,FORMOSA,18.3602672052786
2015,2,JUJUY,20.2872190775949
2015,2,LA PAMPA,56.7076652253
2015,2,LA RIOJA,16.8831909819638
2015,2,MENDOZA,32.4919958318665
2015,2,MISIONES,27.3476824488217
2015,2,NEUQUEN,53.1173365932314
2015,2,RIO NEGRO,45.9761201343233
2015,2,SALTA,30.4611238427009
2015,2,SAN JUAN,27.6430534204585
2015,2,SAN LUIS,9.70797183720366
2015,2,SANTA CRUZ,27.0722450274482
2015,2,SANTA FE,51.1765389086788
2015,2,SANTIAGO DEL ESTERO,17.1105666329829
2015,2,TIERRA DEL FUEGO,74.5078743166472
2015,2,TUCUMAN,35.6877056091873
2015,1,BUENOS AIRES,56.3704843302674
2015,1,CAPITAL FEDERAL,114.896997148903
2015,1,CATAMARCA,25.1094663307876
2015,1,CHACO,26.6495912203056
2015,1,CHUBUT,37.6127806859079
2015,1,CORDOBA,54.6973465018821
2015,1,CORRIENTES,28.9501912819093
2015,1,ENTRE RIOS,42.0651933735121
2015,1,FORMOSA,18.1227036739718
2015,1,JUJUY,19.6897136326236
2015,1,LA PAMPA,55.5080323273377
2015,1,LA RIOJA,16.7032017874138
2015,1,MENDOZA,32.3658875605183
2015,1,MISIONES,26.3056041051906
2015,1,NEUQUEN,51.9544367381025
2015,1,RIO NEGRO,45.3269490720278
2015,1,SALTA,30.0097882334428
2015,1,SAN JUAN,27.5531927597664
2015,1,SAN LUIS,9.71604896376059
2015,1,SANTA CRUZ,27.9948639434945
2015,1,SANTA FE,50.2444947593192
2015,1,SANTIAGO DEL ESTERO,17.0558169911586
2015,1,TIERRA DEL FUEGO,74.2349517001027
2015,1,TUCUMAN,35.0786068853898
2014,4,BUENOS AIRES,56.0943365301975
2014,4,CAPITAL FEDERAL,114.896765508016
2014,4,CATAMARCA,25.513779082748
2014,4,CHACO,21.8707832002322
2014,4,CHUBUT,40.2492746845027
2014,4,CORDOBA,54.696896793323
2014,4,CORRIENTES,23.5624309927751
2014,4,ENTRE RIOS,36.0254708519679
2014,4,FORMOSA,17.9563113616952
2014,4,JUJUY,19.5994181805212
2014,4,LA PAMPA,51.2731334522286
2014,4,LA RIOJA,17.0107508872361
2014,4,MENDOZA,32.6383818761503
2014,4,MISIONES,24.1624306055883
2014,4,NEUQUEN,52.5549896972496
2014,4,RIO NEGRO,45.478062751204
2014,4,SALTA,29.534861619578
2014,4,SAN JUAN,28.0371457145607
2014,4,SAN LUIS,9.7863933663512
2014,4,SANTA CRUZ,27.8026789696523
2014,4,SANTA FE,49.9996230234827
2014,4,SANTIAGO DEL ESTERO,17.2692015836451
2014,4,TIERRA DEL FUEGO,66.1378194733832
2014,4,TUCUMAN,35.3208751693282
2014,3,BUENOS AIRES,56.754739164071
2014,3,CAPITAL FEDERAL,113.800512332415
2014,3,CATAMARCA,24.7061213053276
2014,3,CHACO,21.1126667052624
2014,3,CHUBUT,40.5986709442745
2014,3,CORDOBA,54.2336102829994
2014,3,CORRIENTES,22.7875350351524
2014,3,ENTRE RIOS,34.981647333713
2014,3,FORMOSA,17.7713148314683
2014,3,JUJUY,18.3685342155704
2014,3,LA PAMPA,55.7812017385042
2014,3,LA RIOJA,16.5067132740672
2014,3,MENDOZA,32.3131795616557
2014,3,MISIONES,23.5673569543455
2014,3,NEUQUEN,56.3954110270698
2014,3,RIO NEGRO,46.1961871578301
2014,3,SALTA,29.2226843537979
2014,3,SAN JUAN,27.8542444781027
2014,3,SAN LUIS,9.71121075967275
2014,3,SANTA CRUZ,28.231942904275
2014,3,SANTA FE,49.1958844455727
2014,3,SANTIAGO DEL ESTERO,16.4922039083019
2014,3,TIERRA DEL FUEGO,65.6861020447619
2014,3,TUCUMAN,33.9437558222181
2014,2,BUENOS AIRES,55.0614169514339
2014,2,CAPITAL FEDERAL,113.14335247541
2014,2,CATAMARCA,24.7031188600584
2014,2,CHACO,20.9579963674944
2014,2,CHUBUT,41.4102098199126
2014,2,CORDOBA,53.448126115626
2014,2,CORRIENTES,22.5756130032436
2014,2,ENTRE RIOS,34.6874323714598
2014,2,FORMOSA,17.5404117548517
2014,2,JUJUY,18.7060609994136
2014,2,LA PAMPA,49.7075961603446
2014,2,LA RIOJA,16.5025648163457
2014,2,MENDOZA,32.0982381502412
2014,2,MISIONES,23.3677476012998
2014,2,NEUQUEN,50.8427490584487
2014,2,RIO NEGRO,45.3349103201463
2014,2,SALTA,28.9145940008629
2014,2,SAN JUAN,27.7826978179589
2014,2,SAN LUIS,9.71791019987182
2014,2,SANTA CRUZ,29.3770071530543
2014,2,SANTA FE,48.3903513867014
2014,2,SANTIAGO DEL ESTERO,16.6955673473544
2014,2,TIERRA DEL FUEGO,64.3560451715994
2014,2,TUCUMAN,33.9445268856823
2014,1,BUENOS AIRES,54.5700728794398
2014,1,CAPITAL FEDERAL,112.254122789269
2014,1,CATAMARCA,24.2517512545856
2014,1,CHACO,20.7185388638408
2014,1,CHUBUT,41.2352180797243
2014,1,CORDOBA,52.5178475440063
2014,1,CORRIENTES,22.3167167138389
2014,1,ENTRE RIOS,34.3671218212502
2014,1,FORMOSA,17.4184510793687
2014,1,JUJUY,18.4153524468777
2014,1,LA PAMPA,48.425321038282
2014,1,LA RIOJA,16.2941048158375
2014,1,MENDOZA,31.9131229866058
2014,1,MISIONES,23.1365386484773
2014,1,NEUQUEN,49.7916051913856
2014,1,RIO NEGRO,44.9139571317885
