Año,Trimestre,Provincia,Accesos TV por suscripción (en miles)
2016,2,SANTIAGO DEL ESTERO,99.08
2016,2,TIERRA DEL FUEGO,38.09
2016,2,TUCUMAN,124.69
2016,1,BUENOS AIRES,2503.12
2016,1,CAPITAL FEDERAL,720.02
2016,1,CATAMARCA,29.21
2016,1,CHACO,91.4
2016,1,CHUBUT,68.24
2016,1,CORDOBA,998.91
2016,1,CORRIENTES,92.42
2016,1,ENTRE RIOS,154.25
2016,1,FORMOSA,46.37
2016,1,JUJUY,84.85
2016,1,LA PAMPA,89.6
2016,1,LA RIOJA,24.22
2016,1,MENDOZA,116.18
2016,1,MISIONES,121.06
2016,1,NEUQUEN,111.05
2016,1,RIO NEGRO,54.9
2016,1,SALTA,170.52
2016,1,SAN JUAN,42.21
2016,1,SAN LUIS,54.98
2016,1,SANTA CRUZ,54.42
2016,1,SANTA FE,610.81
2016,1,SANTIAGO DEL ESTERO,98.89
2016,1,TIERRA DEL FUEGO,38.88
2016,1,TUCUMAN,129.19
2015,4,BUENOS AIRES,2504.96
2015,4,CAPITAL FEDERAL,716.87
2015,4,CATAMARCA,29.36
2015,4,CHACO,90.82
2015,4,CHUBUT,68.85
2015,4,CORDOBA,994.33
2015,4,CORRIENTES,94.4
2015,4,ENTRE RIOS,154.46
2015,4,FORMOSA,46.38
2015,4,JUJUY,86.59
2015,4,LA PAMPA,87.16
2015,4,LA RIOJA,25.15
2015,4,MENDOZA,116.88
2015,4,MISIONES,119.2
2015,4,NEUQUEN,111.11
2015,4,RIO NEGRO,56.55
2015,4,SALTA,172.95
2015,4,SAN JUAN,44.24
2015,4,SAN LUIS,54.52
2015,4,SANTA CRUZ,55.0
2015,4,SANTA FE,613.51
2015,4,SANTIAGO DEL ESTERO,99.92
2015,4,TIERRA DEL FUEGO,37.69
2015,4,TUCUMAN,125.2
2015,3,BUENOS AIRES,2505.78
2015,3,CAPITAL FEDERAL,715.81
2015,3,CATAMARCA,29.09
2015,3,CHACO,92.71
2015,3,CHUBUT,68.82
2015,3,CORDOBA,986.25
2015,3,CORRIENTES,92.36
2015,3,ENTRE RIOS,153.62
2015,3,FORMOSA,46.41
2015,3,JUJUY,85.78
2015,3,LA PAMPA,86.11
2015,3,LA RIOJA,25.78
2015,3,MENDOZA,117.48
2015,3,MISIONES,118.53
2015,3,NEUQUEN,111.31
2015,3,RIO NEGRO,57.11
2015,3,SALTA,170.31
2015,3,SAN JUAN,43.58
2015,3,SAN LUIS,54.73
2015,3,SANTA CRUZ,54.96
2015,3,SANTA FE,613.46
2015,3,SANTIAGO DEL ESTERO,99.6
2015,3,TIERRA DEL FUEGO,37.05
2015,3,TUCUMAN,122.68
2015,2,BUENOS AIRES,2522.6
2015,2,CAPITAL FEDERAL,693.28
2015,2,CATAMARCA,28.52
2015,2,CHACO,91.44
2015,2,CHUBUT,68.76
2015,2,CORDOBA,979.03
2015,2,CORRIENTES,91.64
2015,2,ENTRE RIOS,153.88
2015,2,FORMOSA,46.36
2015,2,JUJUY,83.52
2015,2,LA PAMPA,82.88
2015,2,LA RIOJA,25.4
2015,2,MENDOZA,116.7
2015,2,MISIONES,116.3
2015,2,NEUQUEN,111.24
2015,2,RIO NEGRO,58.2
2015,2,SALTA,169.16
2015,2,SAN JUAN,43.56
2015,2,SAN LUIS,55.56
2015,2,SANTA CRUZ,54.16
2015,2,SANTA FE,611.6
2015,2,SANTIAGO DEL ESTERO,98.71
2015,2,TIERRA DEL FUEGO,36.06
2015,2,TUCUMAN,121.48
2015,1,BUENOS AIRES,2502.4
2015,1,CAPITAL FEDERAL,690.18
2015,1,CATAMARCA,28.1
2015,1,CHACO,91.62
2015,1,CHUBUT,68.56
2015,1,CORDOBA,974.7
2015,1,CORRIENTES,90.41
2015,1,ENTRE RIOS,151.99
2015,1,FORMOSA,46.32
2015,1,JUJUY,80.06
2015,1,LA PAMPA,81.29
2015,1,LA RIOJA,25.55
2015,1,MENDOZA,115.78
2015,1,MISIONES,114.28
2015,1,NEUQUEN,111.18
2015,1,RIO NEGRO,57.5
2015,1,SALTA,168.22
2015,1,SAN JUAN,43.94
2015,1,SAN LUIS,55.6
2015,1,SANTA CRUZ,54.52
2015,1,SANTA FE,604.33
2015,1,SANTIAGO DEL ESTERO,98.25
2015,1,TIERRA DEL FUEGO,35.4
2015,1,TUCUMAN,119.33
2014,4,BUENOS AIRES,2492.83
2014,4,CAPITAL FEDERAL,690.4
2014,4,CATAMARCA,28.25
2014,4,CHACO,91.0
2014,4,CHUBUT,68.38
2014,4,CORDOBA,976.25
2014,4,CORRIENTES,91.21
2014,4,ENTRE RIOS,151.87
2014,4,FORMOSA,46.59
2014,4,JUJUY,79.33
2014,4,LA PAMPA,79.73
2014,4,LA RIOJA,26.34
2014,4,MENDOZA,116.15
2014,4,MISIONES,112.6
2014,4,NEUQUEN,154.76
2014,4,RIO NEGRO,58.05
2014,4,SALTA,166.84
2014,4,SAN JUAN,42.97
2014,4,SAN LUIS,55.29
2014,4,SANTA CRUZ,44.01
2014,4,SANTA FE,652.07
2014,4,SANTIAGO DEL ESTERO,98.33
2014,4,TIERRA DEL FUEGO,34.74
2014,4,TUCUMAN,120.04
2014,3,BUENOS AIRES,2479.34
2014,3,CAPITAL FEDERAL,689.38
2014,3,CATAMARCA,27.54
2014,3,CHACO,85.61
2014,3,CHUBUT,68.47
2014,3,CORDOBA,975.85
2014,3,CORRIENTES,89.8
2014,3,ENTRE RIOS,150.6
2014,3,FORMOSA,46.43
2014,3,JUJUY,73.98
2014,3,LA PAMPA,77.93
2014,3,LA RIOJA,24.59
2014,3,MENDOZA,116.92
2014,3,MISIONES,115.85
2014,3,NEUQUEN,154.8
2014,3,RIO NEGRO,58.16
2014,3,SALTA,166.68
2014,3,SAN JUAN,42.75
2014,3,SAN LUIS,54.82
2014,3,SANTA CRUZ,43.73
2014,3,SANTA FE,654.07
2014,3,SANTIAGO DEL ESTERO,97.8
2014,3,TIERRA DEL FUEGO,35.02
2014,3,TUCUMAN,119.72
2014,2,BUENOS AIRES,2477.7
2014,2,CAPITAL FEDERAL,692.31
2014,2,CATAMARCA,27.38
2014,2,CHACO,85.73
2014,2,CHUBUT,68.58
2014,2,CORDOBA,974.17
2014,2,CORRIENTES,88.42
2014,2,ENTRE RIOS,148.12
2014,2,FORMOSA,46.55
2014,2,JUJUY,71.98
2014,2,LA PAMPA,76.73
2014,2,LA RIOJA,25.07
2014,2,MENDOZA,116.28
2014,2,MISIONES,114.37
2014,2,NEUQUEN,154.76
2014,2,RIO NEGRO,58.1
2014,2,SALTA,166.02
2014,2,SAN JUAN,42.15
2014,2,SAN LUIS,55.7
2014,2,SANTA CRUZ,46.55
2014,2,SANTA FE,650.11
2014,2,SANTIAGO DEL ESTERO,96.85
2014,2,TIERRA DEL FUEGO,34.73
2014,2,TUCUMAN,120.16
2014,1,BUENOS AIRES,2363.24
2014,1,CAPITAL FEDERAL,691.44
2014,1,CATAMARCA,18.24
2014,1,CHACO,88.11
2014,1,CHUBUT,68.67
2014,1,CORDOBA,511.02
2014,1,CORRIENTES,61.06
2014,1,ENTRE RIOS,109.14
2014,1,FORMOSA,30.01
2014,1,JUJUY,64.54
2014,1,LA PAMPA,67.77
2014,1,LA RIOJA,25.11
2014,1,MENDOZA,106.93
2014,1,MISIONES,99.22
2014,1,NEUQUEN,105.84
2014,1,RIO NEGRO,40.13
2014,1,SALTA,123.12
2014,1,SAN JUAN,42.01
2014,1,SAN LUIS,16.87
2014,1,SANTA CRUZ,21.13
2014,1,SANTA FE,546.52
2014,1,SANTIAGO DEL ESTERO,92.97
2014,1,TIERRA DEL FUEGO,29.89
2014,1,TUCUMAN,111.55
